文件名,坐标,船数量
17436,0.24609375 0.5546875 0.125 0.109375,1
17439,0.244140625 0.05859375 0.12890625 0.1171875,1
17440,0.486328125 0.341796875 0.06640625 0.08203125,1
17446,0.40625 0.21875 0.09375 0.109375,1
17448,0.140625 0.833984375 0.15625 0.17578125,1
17451,0.69140625 0.669921875 0.09375 0.08203125,1
17452,0.1875 0.669921875 0.0859375 0.08984375,1
17453,0.69140625 0.169921875 0.0859375 0.08984375,1
17456,0.357421875 0.83203125 0.08984375 0.09375,1
17457,0.708984375 0.607421875 0.18359375 0.14453125,1
17463,0.552734375 0.853515625 0.11328125 0.18359375,1
17464,0.552734375 0.3515625 0.11328125 0.1796875,1
17465,0.810546875 0.61328125 0.16796875 0.109375,1
17467,0.86328125 0.85546875 0.1328125 0.125,1
17469,0.3984375 0.6875 0.03125 0.15625,1
17471,0.400390625 0.1875 0.04296875 0.15625;0.447265625 0.86328125 0.04296875 0.1484375,2
17474,0.310546875 0.876953125 0.04296875 0.17578125;0.162109375 0.27734375 0.04296875 0.1953125,2
17476,0.0546875 0.09375 0.046875 0.1875;0.263671875 0.30078125 0.05859375 0.234375;0.814453125 0.375 0.04296875 0.1640625;0.6796875 0.85546875 0.0390625 0.1875,4
17479,0.091796875 0.4609375 0.08203125 0.1015625;0.626953125 0.7265625 0.06640625 0.078125,2
17480,0.716796875 0.75390625 0.04296875 0.1015625,1
17483,0.064453125 0.939453125 0.05078125 0.11328125,1
17485,0.21875 0.25390625 0.0546875 0.1015625,1
17486,0.564453125 0.427734375 0.04296875 0.11328125;0.69140625 0.697265625 0.046875 0.05859375;0.5859375 0.654296875 0.0625 0.09765625,3
17487,0.06640625 0.423828125 0.046875 0.10546875;0.087890625 0.66015625 0.06640625 0.09375;0.189453125 0.693359375 0.04296875 0.05859375,3
17489,0.47265625 0.6171875 0.0390625 0.2265625;0.5859375 0.17578125 0.0625 0.140625;0.6953125 0.1953125 0.0546875 0.0625,3
17490,0.0859375 0.15625 0.0625 0.09375;0.19140625 0.1953125 0.046875 0.0546875,2
17491,0.46875 0.12109375 0.046875 0.2109375;0.6875 0.6640625 0.0546875 0.109375,2
17492,0.591796875 0.080078125 0.06640625 0.07421875,1
17493,0.091796875 0.080078125 0.06640625 0.07421875,1
17494,0.68359375 0.162109375 0.0546875 0.10546875,1
17496,0.67578125 0.771484375 0.0625 0.08203125;0.392578125 0.126953125 0.06640625 0.08984375,2
17501,0.115234375 0.5859375 0.12109375 0.34375,1
17504,0.22265625 0.69921875 0.046875 0.0625;0.435546875 0.130859375 0.04296875 0.10546875,2
17506,0.12109375 0.138671875 0.1328125 0.27734375,1
17509,0.4375 0.884765625 0.0546875 0.16796875,1
17511,0.03125 0.255859375 0.0546875 0.09765625,1
17512,0.875 0.806640625 0.1171875 0.30078125,1
17513,0.373046875 0.302734375 0.12109375 0.30078125,1
17515,0.439453125 0.3828125 0.06640625 0.171875,1
17516,0.875 0.298828125 0.1328125 0.30859375,1
17520,0.123046875 0.091796875 0.06640625 0.08984375;0.67578125 0.076171875 0.046875 0.05859375;0.787109375 0.041015625 0.05078125 0.06640625;0.95703125 0.408203125 0.046875 0.09765625,4
17521,0.75 0.701171875 0.1328125 0.21484375;0.8828125 0.44140625 0.1328125 0.2109375,2
17522,0.521484375 0.19140625 0.11328125 0.1953125;0.3828125 0.44140625 0.1328125 0.2109375;0.248046875 0.69140625 0.12109375 0.203125,3
17523,0.044921875 0.162109375 0.08984375 0.15234375;0.9375 0.328125 0.078125 0.0703125,2
17526,0.203125 0.458984375 0.1171875 0.10546875,1
17527,0.18359375 0.072265625 0.0625 0.05859375;0.291015625 0.041015625 0.05078125 0.06640625;0.544921875 0.080078125 0.05859375 0.07421875;0.462890625 0.40625 0.05859375 0.1015625;0.587890625 0.265625 0.05859375 0.1328125;0.763671875 0.1484375 0.05078125 0.1171875;0.900390625 0.2109375 0.05859375 0.1015625;0.681640625 0.388671875 0.05078125 0.08203125;0.970703125 0.38671875 0.05078125 0.078125;0.828125 0.626953125 0.1171875 0.08984375;0.6171875 0.943359375 0.09375 0.04296875,11
17529,0.130859375 0.28515625 0.14453125 0.1171875;0.8359375 0.78515625 0.140625 0.109375,2
17530,0.333984375 0.783203125 0.12890625 0.10546875,1
17533,0.77734375 0.208984375 0.078125 0.14453125;0.765625 0.654296875 0.0625 0.20703125,2
17536,0.505859375 0.798828125 0.05859375 0.19921875;0.95703125 0.91015625 0.078125 0.09375,2
17537,0.6171875 0.4453125 0.1015625 0.046875;0.83203125 0.125 0.1328125 0.1015625,2
17541,0.330078125 0.125 0.12890625 0.1015625;0.119140625 0.4453125 0.09765625 0.046875;0.658203125 0.548828125 0.12890625 0.05859375;0.90625 0.703125 0.125 0.1015625;0.580078125 0.9609375 0.12890625 0.0546875,5
17542,0.158203125 0.55078125 0.12890625 0.0546875;0.408203125 0.703125 0.12890625 0.109375;0.6796875 0.484375 0.109375 0.0859375;0.080078125 0.9609375 0.12890625 0.0546875,4
17543,0.1796875 0.484375 0.109375 0.0859375,1
17544,0.802734375 0.880859375 0.08984375 0.07421875,1
17548,0.755859375 0.49609375 0.15234375 0.2109375,1
17550,0.65625 0.048828125 0.1328125 0.05078125;0.580078125 0.458984375 0.12890625 0.05859375;0.90625 0.203125 0.1328125 0.1015625,3
17552,0.1875 0.54296875 0.0390625 0.1015625;0.373046875 0.76953125 0.08203125 0.1640625;0.564453125 0.5234375 0.06640625 0.171875;0.673828125 0.07421875 0.08203125 0.1484375,4
17555,0.13671875 0.654296875 0.0703125 0.05078125,1
17557,0.306640625 0.3828125 0.08984375 0.0703125,1
17561,0.634765625 0.15625 0.07421875 0.0546875,1
17563,0.55859375 0.232421875 0.109375 0.12109375;0.947265625 0.16796875 0.08203125 0.1640625,2
17564,0.05859375 0.23046875 0.109375 0.1171875;0.451171875 0.16796875 0.08203125 0.1640625,2
17565,0.55078125 0.53515625 0.1640625 0.1796875,1
17566,0.06640625 0.525390625 0.1328125 0.16796875;0.830078125 0.763671875 0.14453125 0.16015625,2
17570,0.03515625 0.5625 0.0703125 0.1328125,1
17571,0.91796875 0.298828125 0.15625 0.16796875,1
17572,0.419921875 0.298828125 0.17578125 0.16796875;0.951171875 0.12109375 0.08984375 0.125,2
17573,0.490234375 0.09375 0.16796875 0.1875,1
17575,0.38671875 0.55859375 0.140625 0.2578125,1
17576,0.642578125 0.767578125 0.10546875 0.22265625,1
17578,0.7421875 0.8515625 0.0859375 0.1796875,1
17579,0.642578125 0.265625 0.09765625 0.21875;0.240234375 0.85546875 0.08203125 0.1796875,2
17580,0.138671875 0.263671875 0.08984375 0.21484375,1
17581,0.744140625 0.345703125 0.08203125 0.19921875,1
17582,0.24609375 0.349609375 0.078125 0.18359375,1
17583,0.751953125 0.119140625 0.06640625 0.12890625;0.775390625 0.646484375 0.19140625 0.16796875,2
17584,0.609375 0.603515625 0.0625 0.16796875,1
17589,0.5546875 0.50390625 0.0859375 0.1171875;0.7421875 0.7890625 0.09375 0.09375;0.58984375 0.85546875 0.1015625 0.078125,3
17592,0.033203125 0.54296875 0.06640625 0.2265625;0.44921875 0.171875 0.0859375 0.25;0.537109375 0.6796875 0.11328125 0.140625,3
17593,0.048828125 0.681640625 0.09765625 0.13671875,1
17595,0.09375 0.7265625 0.1171875 0.25;0.595703125 0.65625 0.08203125 0.2265625;0.5078125 0.08203125 0.0859375 0.1640625,3
17596,0.53515625 0.17578125 0.1171875 0.1328125;0.1015625 0.65625 0.0859375 0.234375;0.7421875 0.87890625 0.1328125 0.171875;0.02734375 0.078125 0.0546875 0.15625,4
17597,0.044921875 0.181640625 0.08984375 0.13671875;0.2421875 0.873046875 0.1328125 0.16015625,2
17599,0.09765625 0.228515625 0.125 0.26171875;0.6015625 0.1640625 0.0859375 0.2421875;0.791015625 0.701171875 0.11328125 0.12109375,3
17601,0.244140625 0.375 0.12890625 0.1640625,1
17602,0.685546875 0.6640625 0.16015625 0.203125,1
17603,0.181640625 0.669921875 0.16796875 0.20703125;0.791015625 0.201171875 0.10546875 0.12890625,2
17604,0.921875 0.701171875 0.1328125 0.14453125,1
17606,0.181640625 0.857421875 0.14453125 0.16015625,1
17607,0.29296875 0.201171875 0.1171875 0.12890625,1
17608,0.794921875 0.775390625 0.15234375 0.18359375;0.931640625 0.5859375 0.12890625 0.140625,2
17609,0.431640625 0.587890625 0.12109375 0.14453125;0.30078125 0.77734375 0.171875 0.171875;0.607421875 0.357421875 0.11328125 0.12109375;0.771484375 0.171875 0.13671875 0.15625,4
17611,0.12109375 0.7109375 0.140625 0.171875;0.255859375 0.55078125 0.12109375 0.1328125;0.59375 0.51953125 0.1953125 0.0703125,3
17612,0.27734375 0.482421875 0.125 0.05078125;0.470703125 0.55078125 0.16015625 0.0625;0.697265625 0.64453125 0.15234375 0.1015625;0.94140625 0.798828125 0.109375 0.11328125,4
17614,0.29296875 0.26953125 0.1484375 0.1875;0.435546875 0.091796875 0.13671875 0.15234375,2
17618,0.158203125 0.392578125 0.08203125 0.05078125;0.138671875 0.4921875 0.06640625 0.046875;0.369140625 0.466796875 0.07421875 0.05859375;0.388671875 0.65234375 0.08984375 0.09375;0.697265625 0.748046875 0.07421875 0.08984375,5
17619,0.19921875 0.75 0.078125 0.0859375,1
17621,0.28515625 0.5703125 0.09375 0.0859375,1
17622,0.517578125 0.037109375 0.08984375 0.07421875,1
17625,0.34375 0.076171875 0.0625 0.08984375;0.36328125 0.18359375 0.0625 0.09375;0.88671875 0.150390625 0.0859375 0.09765625;0.880859375 0.58203125 0.05078125 0.109375;0.712890625 0.826171875 0.06640625 0.11328125;0.8828125 0.943359375 0.0625 0.07421875,6
17626,0.390625 0.15234375 0.0859375 0.0859375;0.701171875 0.25 0.08984375 0.0859375;0.1328125 0.447265625 0.046875 0.07421875;0.380859375 0.580078125 0.05859375 0.11328125;0.2109375 0.828125 0.0625 0.109375;0.3828125 0.943359375 0.0625 0.08203125;0.826171875 0.640625 0.09765625 0.1015625,7
17628,0.888671875 0.78515625 0.08984375 0.1015625,1
17629,0.599609375 0.60546875 0.08984375 0.09375;0.392578125 0.78515625 0.08203125 0.1015625,2
17630,0.09765625 0.60546875 0.0859375 0.0859375;0.783203125 0.072265625 0.09765625 0.08203125,2
17631,0.28515625 0.068359375 0.09375 0.08203125;0.572265625 0.5625 0.11328125 0.109375,2
17635,0.71875 0.330078125 0.0625 0.11328125;0.876953125 0.08203125 0.04296875 0.109375;0.8828125 0.443359375 0.0546875 0.07421875,3
17639,0.099609375 0.109375 0.08203125 0.09375;0.703125 0.947265625 0.125 0.09765625,2
17641,0.072265625 0.0625 0.10546875 0.109375;0.62890625 0.787109375 0.140625 0.11328125;0.875 0.037109375 0.15625 0.07421875,3
17645,0.57421875 0.169921875 0.0546875 0.21484375,1
17647,0.962890625 0.244140625 0.06640625 0.22265625,1
17648,0.48828125 0.251953125 0.1171875 0.26171875,1
17649,0.9375 0.373046875 0.078125 0.11328125,1
17652,0.181640625 0.798828125 0.05078125 0.13671875,1
17653,0.685546875 0.298828125 0.05078125 0.13671875;0.67578125 0.478515625 0.0390625 0.19921875;0.97265625 0.87109375 0.046875 0.25,3
17659,0.23046875 0.080078125 0.0546875 0.14453125,1
17660,0.28515625 0.724609375 0.109375 0.17578125,1
17661,0.28515625 0.2734375 0.109375 0.2890625;0.220703125 0.615234375 0.09765625 0.27734375,2
17666,0.3984375 0.888671875 0.0703125 0.12890625;0.60546875 0.814453125 0.09375 0.22265625;0.775390625 0.513671875 0.08984375 0.20703125;0.62890625 0.095703125 0.0859375 0.11328125;0.9609375 0.185546875 0.0703125 0.26171875,5
17667,0.10546875 0.822265625 0.09375 0.23828125;0.27734375 0.521484375 0.09375 0.22265625;0.5859375 0.423828125 0.1015625 0.27734375;0.474609375 0.1796875 0.08984375 0.25;0.13671875 0.09375 0.09375 0.1171875,5
17668,0.896484375 0.380859375 0.05859375 0.11328125;0.841796875 0.826171875 0.09765625 0.23046875,2
17669,0.400390625 0.38671875 0.06640625 0.1171875;0.611328125 0.30859375 0.09765625 0.21875;0.33984375 0.826171875 0.1015625 0.23046875;0.849609375 0.94921875 0.07421875 0.09375;0.775390625 0.056640625 0.08203125 0.11328125,5
17670,0.111328125 0.322265625 0.11328125 0.23046875;0.275390625 0.060546875 0.07421875 0.12109375;0.58984375 0.02734375 0.0703125 0.0546875;0.349609375 0.953125 0.08203125 0.0859375,4
17672,0.337890625 0.333984375 0.10546875 0.24609375;0.849609375 0.51953125 0.08203125 0.2265625,2
17675,0.1640625 0.783203125 0.1015625 0.30859375,1
17677,0.1953125 0.857421875 0.09375 0.27734375,1
17678,0.1640625 0.62890625 0.078125 0.109375;0.51171875 0.134765625 0.0546875 0.11328125,2
17681,0.66015625 0.279296875 0.1015625 0.30078125,1
17682,0.162109375 0.28125 0.09765625 0.3046875,1
17683,0.69921875 0.365234375 0.1015625 0.30078125,1
17684,0.19921875 0.376953125 0.1015625 0.33203125;0.6640625 0.625 0.0859375 0.109375,2
17685,0.1640625 0.130859375 0.0859375 0.11328125,1
17686,0.681640625 0.150390625 0.04296875 0.15234375,1
17687,0.18359375 0.1484375 0.0390625 0.15625,1
17689,0.30859375 0.861328125 0.078125 0.08984375,1
17690,0.505859375 0.943359375 0.08984375 0.10546875,1
17693,0.662109375 0.12890625 0.08203125 0.109375,1
17694,0.357421875 0.912109375 0.04296875 0.16796875,1
17696,0.302734375 0.361328125 0.07421875 0.09765625;0.96875 0.494140625 0.0546875 0.11328125,2
17699,0.111328125 0.509765625 0.05859375 0.14453125;0.4609375 0.4609375 0.0703125 0.21875;0.95703125 0.296875 0.0546875 0.2265625,3
17701,0.478515625 0.904296875 0.05078125 0.18359375,1
17703,0.453125 0.705078125 0.1015625 0.32421875,1
17706,0.23828125 0.92578125 0.0546875 0.140625;0.974609375 0.421875 0.04296875 0.21875,2
17710,0.23828125 0.453125 0.0546875 0.1953125;0.314453125 0.9609375 0.06640625 0.0703125,2
17712,0.029296875 0.60546875 0.05859375 0.1171875,1
17713,0.306640625 0.5546875 0.08203125 0.2578125,1
17714,0.525390625 0.10546875 0.06640625 0.1171875,1
17718,0.8046875 0.5546875 0.078125 0.2421875;0.810546875 0.09765625 0.07421875 0.1953125,2
17719,0.3046875 0.552734375 0.078125 0.24609375;0.3125 0.09765625 0.0703125 0.1953125,2
17722,0.1953125 0.6328125 0.0546875 0.25;0.302734375 0.099609375 0.05859375 0.19921875,2
17727,0.126953125 0.904296875 0.08203125 0.18359375,1
17728,0.302734375 0.74609375 0.05859375 0.140625;0.943359375 0.66015625 0.03515625 0.140625,2
17729,0.447265625 0.662109375 0.05078125 0.15234375,1
17730,0.806640625 0.248046875 0.05859375 0.12890625,1
17731,0.728515625 0.439453125 0.06640625 0.10546875,1
17732,0.2265625 0.435546875 0.0546875 0.09765625,1
17734,0.88671875 0.4921875 0.0625 0.125,1
17735,0.38671875 0.48046875 0.0703125 0.125;0.572265625 0.662109375 0.05859375 0.20703125,2
17739,0.94140625 0.66015625 0.109375 0.140625,1
17745,0.0390625 0.779296875 0.078125 0.12890625,1
17746,0.94140625 0.158203125 0.109375 0.15234375,1
17747,0.451171875 0.162109375 0.15234375 0.15234375,1
17749,0.03515625 0.283203125 0.0703125 0.14453125,1
17754,0.041015625 0.662109375 0.08203125 0.10546875,1
17759,0.755859375 0.4609375 0.08984375 0.09375,1
17760,0.2578125 0.46484375 0.09375 0.09375,1
17763,0.17578125 0.841796875 0.109375 0.14453125,1
17764,0.0546875 0.611328125 0.109375 0.13671875,1
17766,0.482421875 0.232421875 0.20703125 0.18359375,1
17771,0.052734375 0.111328125 0.10546875 0.13671875,1
17774,0.90234375 0.4609375 0.171875 0.203125,1
17775,0.40625 0.4609375 0.171875 0.203125,1
17776,0.955078125 0.78515625 0.08203125 0.1015625,1
17777,0.462890625 0.791015625 0.09765625 0.10546875,1
17778,0.46484375 0.2890625 0.1015625 0.1015625,1
17779,0.630859375 0.9453125 0.09765625 0.1015625,1
17780,0.12890625 0.94140625 0.109375 0.1015625,1
17781,0.630859375 0.44921875 0.10546875 0.1015625,1
17785,0.666015625 0.06640625 0.16015625 0.1328125,1
17786,0.166015625 0.064453125 0.16015625 0.12890625,1
17787,0.775390625 0.041015625 0.18359375 0.08203125;0.779296875 0.85546875 0.15234375 0.28125,2
17788,0.27734375 0.037109375 0.1796875 0.07421875;0.611328125 0.22265625 0.12109375 0.171875;0.287109375 0.859375 0.16015625 0.2734375;0.9296875 0.75390625 0.125 0.1640625,4
17789,0.56640625 0.81640625 0.09375 0.09375,1
17791,0.806640625 0.748046875 0.10546875 0.13671875,1
17793,0.5625 0.314453125 0.0859375 0.08984375,1
17794,0.06640625 0.3125 0.09375 0.1015625;0.77734375 0.8828125 0.109375 0.140625,2
17796,0.810546875 0.244140625 0.10546875 0.13671875,1
17798,0.72265625 0.650390625 0.1875 0.19921875,1
17799,0.224609375 0.66015625 0.18359375 0.2109375,1
17800,0.775390625 0.3828125 0.11328125 0.140625,1
17802,0.72265625 0.15234375 0.1796875 0.1953125,1
17807,0.9453125 0.576171875 0.0703125 0.14453125,1
17811,0.244140625 0.861328125 0.05078125 0.26953125,1
17812,0.57421875 0.462890625 0.046875 0.29296875,1
17813,0.94140625 0.111328125 0.0625 0.19140625,1
17815,0.74609375 0.345703125 0.0546875 0.23828125,1
17819,0.58203125 0.71484375 0.1875 0.1484375,1
17821,0.642578125 0.951171875 0.14453125 0.08984375,1
17822,0.140625 0.94921875 0.1484375 0.09375,1
17824,0.0859375 0.22265625 0.1640625 0.15625,1
17827,0.6484375 0.7421875 0.09375 0.140625,1
17829,0.890625 0.451171875 0.1015625 0.10546875,1
17830,0.392578125 0.447265625 0.09765625 0.10546875,1
17833,0.2421875 0.099609375 0.1015625 0.06640625,1
17834,0.634765625 0.58984375 0.14453125 0.125;0.220703125 0.951171875 0.11328125 0.08984375;0.763671875 0.5078125 0.10546875 0.078125,3
17835,0.26953125 0.505859375 0.1171875 0.08203125;0.134765625 0.58984375 0.15234375 0.125;0.478515625 0.462890625 0.16015625 0.08984375;0.689453125 0.34375 0.08203125 0.0546875,4
17836,0.70703125 0.9375 0.078125 0.1171875;0.6953125 0.650390625 0.0390625 0.05859375;0.818359375 0.640625 0.05859375 0.078125;0.90625 0.65234375 0.0703125 0.078125;0.876953125 0.8515625 0.06640625 0.0625,5
17837,0.19921875 0.650390625 0.0546875 0.05859375;0.31640625 0.642578125 0.0546875 0.08203125;0.404296875 0.65625 0.07421875 0.0859375;0.3828125 0.849609375 0.078125 0.07421875;0.208984375 0.93359375 0.08984375 0.125;0.5703125 0.7734375 0.1171875 0.109375,6
17838,0.07421875 0.771484375 0.109375 0.10546875,1
17839,0.21875 0.455078125 0.1328125 0.10546875;0.6328125 0.091796875 0.140625 0.12109375,2
17840,0.130859375 0.091796875 0.15234375 0.12109375,1
17841,0.701171875 0.154296875 0.05859375 0.06640625;0.818359375 0.13671875 0.06640625 0.078125;0.90625 0.15625 0.078125 0.0859375;0.708984375 0.4375 0.08984375 0.1328125;0.876953125 0.349609375 0.07421875 0.07421875;0.509765625 0.693359375 0.05859375 0.09765625;0.65625 0.83984375 0.109375 0.1171875;0.80859375 0.63671875 0.09375 0.1015625;0.927734375 0.677734375 0.12890625 0.18359375,9
17842,0.19921875 0.154296875 0.0546875 0.06640625;0.31640625 0.140625 0.0703125 0.078125;0.408203125 0.15625 0.08203125 0.0859375;0.572265625 0.259765625 0.12109375 0.15234375;0.3828125 0.353515625 0.078125 0.08203125;0.2109375 0.4296875 0.09375 0.1328125;0.0234375 0.703125 0.046875 0.1171875;0.15234375 0.841796875 0.1171875 0.12109375;0.302734375 0.634765625 0.08203125 0.12109375;0.4375 0.681640625 0.1484375 0.19140625;0.5703125 0.90234375 0.078125 0.0859375,11
17844,0.021484375 0.203125 0.04296875 0.1171875;0.15625 0.337890625 0.1015625 0.11328125;0.3359375 0.76953125 0.125 0.1171875;0.5703125 0.404296875 0.0703125 0.08203125;0.3125 0.134765625 0.1015625 0.12890625;0.861328125 0.720703125 0.10546875 0.12890625;0.44140625 0.169921875 0.1484375 0.16796875,7
17845,0.076171875 0.400390625 0.08984375 0.09765625;0.359375 0.712890625 0.1015625 0.12890625,2
17846,0.341796875 0.271484375 0.12109375 0.12109375;0.03515625 0.625 0.0703125 0.1015625;0.861328125 0.212890625 0.08203125 0.12109375,3
17849,0.564453125 0.189453125 0.08203125 0.21484375,1
17851,0.212890625 0.2421875 0.04296875 0.0859375;0.826171875 0.955078125 0.05078125 0.08203125;0.81640625 0.08203125 0.046875 0.109375,3
17852,0.6640625 0.80859375 0.046875 0.1640625,1
17856,0.17578125 0.44140625 0.0546875 0.09375;0.37109375 0.3203125 0.0390625 0.0859375;0.376953125 0.67578125 0.05078125 0.1328125;0.486328125 0.8125 0.05078125 0.1640625,4
17858,0.16796875 0.306640625 0.046875 0.16796875;0.544921875 0.51953125 0.05078125 0.171875;0.140625 0.830078125 0.046875 0.13671875;0.84765625 0.875 0.046875 0.1484375;0.685546875 0.193359375 0.03515625 0.07421875,5
17861,0.736328125 0.375 0.05078125 0.0625,1
17862,0.240234375 0.302734375 0.03515625 0.08203125;0.615234375 0.173828125 0.05078125 0.06640625,2
17866,0.34765625 0.37890625 0.0390625 0.125;0.814453125 0.296875 0.03515625 0.1171875;0.03515625 0.0546875 0.0390625 0.109375,3
17867,0.31640625 0.298828125 0.0390625 0.12109375;0.501953125 0.896484375 0.05078125 0.09765625,2
17869,0.263671875 0.66796875 0.04296875 0.0625,1
